organism_name	md5sum	num_unique_kmers_in_genome_sketch	num_total_kmers_in_genome_sketch	genome_scale_factor
GCF_001746425.1 Streptomyces subrutilus strain=10-1-1, ASM174642v1	016e8de42c3eb2af3cbc857e26594f53	7920	7920	1000
GCA_017302755.1 Alphaproteobacteria bacterium, ASM1730275v1	011e6b3f7619c9c91c8311ec1c9bbd5a	2085	2085	1000
GCA_020054055.1 Phycisphaerales bacterium, ASM2005405v1	048184b320056d26e563789e492ccc51	2282	2282	1000
GCA_017442645.1 bacterium, ASM1744264v1	04b2840582e9b2afcea1e41e9013b72b	1288	1288	1000
GCF_003201975.1 Pseudogracilibacillus auburnensis strain=DSM 28556, ASM320197v1	00b559b296355d27f3f8a71f7eb99517	4762	4762	1000
GCA_016209205.1 Chloroflexi bacterium, ASM1620920v1	05a50b85045d4a43e2f1563bb1b6cabc	6167	6167	1000
GCA_934548045.1 uncultured Faecalibacterium sp., ERR7738176_bin.74	05ed7ebbb08a2f6c8ad07c01534765a9	2393	2393	1000
GCA_945906815.1 Bordetella parapertussis, TrH-03may19-243	00cec145b5ab88ff7cf6d557d6a66035	4800	4800	1000
GCA_021849045.1 Deltaproteobacteria bacterium, ASM2184904v1	051518164629941140c4068f3a276840	4286	4286	1000
GCA_018240545.1 Proteobacteria bacterium, ASM1824054v1	0268bda129427f81ad69734bce6a2541	2650	2650	1000
GCA_002315715.1 Clostridiales bacterium UBA1740, ASM231571v1	0546248b3e2a4c31152c80a90bfadf24	1201	1201	1000
GCA_021846795.1 bacterium, ASM2184679v1	0239ae5cc13c5dea36abdf1d60d3d0a3	618	618	1000
GCA_024635485.1 bacterium, ASM2463548v1	007612080392e31824b461ff19362dc7	1122	1122	1000
GCF_000759835.1 Citrobacter sedlakii NBRC 105722 strain=NBRC 105722, ASM75983v1	00a66229ab74552a206e68e1421e4e49	4497	4497	1000
GCF_016811995.1 Citrobacter sp. R56 strain=R56, ASM1681199v1	01591aa3b3feb1a15f30834bc37b766e	4669	4669	1000
GCA_903822185.1 uncultured Rhodospirillales bacterium, freshwater MAG --- Umea2_bin-0321	0064522677c6d27a0c574d1c6c98a566	4340	4340	1000
GCF_000948975.1 Thalassomonas actiniarum strain=A5K-106, ASM94897v1	0577973fe39aeb7887a830d838842109	7459	7459	1000
GCA_023717565.1 Pyrinomonadaceae bacterium, ASM2371756v1	02af0134e284846726a0289de456f3fb	6772	6772	1000
GCF_007785815.1 Sphingomonas solaris strain=R4DWN, ASM778581v1	0404c35612378d24332218abcc56cbbf	4380	4380	1000
GCA_003388555.1 Acidobacteria bacterium, ASM338855v1	0096f2a77633c7e8ac192ac0d611573f	6773	6773	1000
GCF_023148575.1 Pseudomonas sp. EYE_354 strain=EYE_354, ASM2314857v1	054a40fda188da5428a5155aa5621e8a	5685	5685	1000
GCA_002430075.1 Actinobacteria bacterium UBA5975, ASM243007v1	0095dda0ab67c48e7a9e5d022d46b0cc	1210	1210	1000
GCA_013154135.1 Chloroflexi bacterium, ASM1315413v1	03d505b549e899b5b1f7b73489084b66	2869	2869	1000
GCA_020428115.1 Candidatus Saccharibacteria bacterium, ASM2042811v1	022611cb262fd836fcd38b5b27831bd2	751	751	1000
GCA_021817305.1 Candidatus Micrarchaeota archaeon, ASM2181730v1	012aefd6d4be9c6d0897f721fa5c9c85	855	855	1000
GCF_000238055.2 Oribacterium parvum ACB1 strain=ACB1, Oribacterium_sp_ACB1_V2	053fa6953e85ccd281a9397aa65767f7	2513	2513	1000
GCF_000152965.1 Roseobacter sp. MED193 strain=MED193, ASM15296v1	000ebff468575a368a64b5f439bce814	4514	4514	1000
GCA_003647715.1 Candidatus Coatesbacteria bacterium, ASM364771v1	05d17fa6cec98df5548dfb2539d4eb13	1622	1622	1000
GCA_018400395.1 Actinobacteria bacterium, ASM1840039v1	05d27bfd47331288740f7118294ed6ed	1572	1572	1000
GCA_023229615.1 Candidatus Moranbacteria bacterium, ASM2322961v1	0387c591084e5fcb140ccb2208321a2a	909	909	1000
GCF_020164455.1 Phyllobacterium sp. KW56 strain=KW56, ASM2016445v1	0536e5758ca829d2a302ed00b3ccde8f	6209	6209	1000
GCA_024641185.1 Burkholderiaceae bacterium, ASM2464118v1	022c6322c918aa5820d617f307464c7b	3202	3202	1000
GCA_016937115.1 Balneolaceae bacterium, ASM1693711v1	046cc3bceead7565393d9b10063fa023	2552	2552	1000
GCA_902627245.1 uncultured Alphaproteobacteria bacterium, AH-321-J05	043b5c488b06f9a5b27c26d9ffb75404	1208	1208	1000
GCA_025057675.1 Bacteroidia bacterium, ASM2505767v1	03203529e0337c4f2f57989626c108b8	2785	2785	1000
GCA_934096025.1 uncultured Bacilli bacterium, ERR7746061_bin.127	05ffe731e9319fcd70b76dd9279bedc7	1187	1187	1000
GCA_015060255.1 Bacteroidales bacterium, ASM1506025v1	0037fc99bf19210901e25c2f18989d4d	2078	2078	1000
GCF_001690525.1 Gilliamella apicola strain=App6-5, ASM169052v1	03ca40e12dc6017d5323342bb47259e4	2477	2477	1000
GCF_024300645.1 Alteromonas sp. LMIT006 strain=LMIT006, ASM2430064v1	01a02a5e525189388def7e4c12a03343	2464	2464	1000
GCF_000590925.1 Roseibacterium elongatum DSM 19469 strain=DFL-43, ASM59092v1	0366b5e0f4553621c1e7ca0cace41389	3605	3605	1000
GCA_002423495.1 Anaerolineaceae bacterium UBA6105, ASM242349v1	04623a7861e8a306a8bbb26cac6a9e04	2307	2307	1000
GCA_019136105.1 Gammaproteobacteria bacterium, ASM1913610v1	0133089d05f0814a9444d0fbba54f9c6	2438	2438	1000
GCA_009780795.1 Methanomassiliicoccaceae archaeon, ASM978079v1	03497116f89697170f85e820f6e0f5ee	1194	1194	1000
GCF_021531655.1 Prevotella stercorea strain=An875, ASM2153165v1	016f9de2767e6ef0e8affa04ae328449	3232	3232	1000
GCA_945787525.1 Thermoanaerobaculia bacterium, FO.M.Acidobacteriota.08.1	051cdfe2f166d7dc4f53344d43c8bed8	4472	4472	1000
GCA_001918745.1 Crenarchaeota archaeon 13_1_40CM_3_52_17, ASM191874v1	022b5120a6d6ec9b15e0ade433a4eaee	1821	1821	1000
GCA_020844795.1 Methanothrix sp., ASM2084479v1	0455dca976d711c63cb9801bc50c0107	2003	2003	1000
GCA_016930855.1 Sedimentisphaerales bacterium, ASM1693085v1	00a7fdacd46d830af21989afa44b516c	3800	3800	1000
GCA_019420505.1 Ruminococcus sp., ASM1942050v1	02f9d6bdfc1e6cba4c292b44098b5a20	1901	1901	1000
GCF_017355955.1 Rufibacter sp. SYSU D00434 strain=SYSU D00434, ASM1735595v1	01e6aabf0e25e07ca8d0860b2c96144e	6163	6163	1000
GCF_001584335.1 Bacillus atrophaeus strain=NRRL NRS 213, ASM158433v1	043d9663a68ffd25a5497bcff8c02a60	4182	4182	1000
GCA_014649555.1 Streptomyces globisporus strain=JCM 4378, ASM1464955v1	04e6252ae678b8fc9544e3b5850772d0	8279	8279	1000
GCA_002713205.1 Thaumarchaeota archaeon, ASM271320v1	0476645fb42364095004bddadbe63695	902	902	1000
GCA_021414145.1 Methylophilales bacterium, ASM2141414v1	03077ca989c3869f2f02ff9491065dd5	1426	1426	1000
GCA_021107195.1 Anaerolineaceae bacterium, ASM2110719v1	00782240494b5072db8976bb17e48d53	3463	3463	1000
GCA_900762015.1 uncultured Collinsella sp., SRS1170693_53	0556819037b819f911b2d3f64fb3b015	1942	1942	1000
GCA_017881345.1 Myxococcaceae bacterium, ASM1788134v1	00e0ad5f97780f9f74e42bfad7acfa3c	4832	4832	1000
GCA_934202525.1 uncultured Prevotella sp., ERR7738254_bin.92	022a7d9a64e052c0f27fafa0434cecda	3247	3247	1000
GCA_016866575.1 Chlamydiae bacterium, JGI 2017-08-21	054137cd2d41b47b7ce2be8323081a85	1479	1479	1000
GCA_023245155.1 Candidatus Staskawiczbacteria bacterium, ASM2324515v1	05c79d4d28c3319408966b596692a0b2	652	652	1000
GCA_017307755.1 Chitinophagaceae bacterium, ASM1730775v1	024a848e82371fe218eb8e8d32c7d846	9461	9461	1000
GCA_021648285.1 Sulfurimonas sp., ASM2164828v1	03146c8e8c4be9d295905e330dd3166e	1926	1926	1000
GCA_016713905.1 Saprospiraceae bacterium, ASM1671390v1	00dff4752af5b3d80640e9545362f8ab	4451	4451	1000
GCF_016820585.1 Arthrobacter sp. REN12 strain=REN12, ASM1682058v1	050c8f4d8dd5b4de9f8bf634200cc401	3591	3591	1000
GCA_000995845.1 Parcubacteria group bacterium GW2011_GWD2_43_10, ASM99584v1	0348298706864a34fd9f15e40c4021a5	767	767	1000
GCF_007971525.1 Mucilaginibacter ginsenosidivorax strain=KHI28, ASM797152v1	0197b02a08c703a5525cb93bef4119cc	7610	7610	1000
GCA_910576935.1 uncultured Muribaculaceae bacterium, MGBC103329	00227e71b1624a157d2036d5dc2e4bb0	2617	2617	1000
GCA_016718605.1 Xanthomonadales bacterium, ASM1671860v1	030e5a743c1b67e58b7c7db04e0ff8a9	5180	5180	1000
GCA_927911475.1 uncultured Solobacterium sp., ERR3827267_bin.6_metaWRAP_v1.1_MAG	0111ee48e882219256d24c8961b2b1b4	1541	1541	1000
GCA_016213865.1 Candidatus Riflebacteria bacterium, ASM1621386v1	024b824de17b010d57fc019acc0a7a41	3831	3831	1000
GCF_000626635.1 Draconibacterium orientale strain=Draconibacterium orientale type strain FH5T, ASM62663v1	0069e0279a025ffd4f539410296c82c0	5108	5108	1000
GCA_025151045.1 Parabacteroides johnsonii DSM 18315 strain=DSM 18315, ASM2515104v1	02081adae2cbefe2ee8ca3ea6ec78648	4736	4736	1000
GCF_014337255.1 Fusobacterium sp. NSJ-57 strain=NSJ-57, ASM1433725v1	04c63d55185adec58e8b5efa419f2dbf	2100	2100	1000
GCA_944393315.1 uncultured Clostridia bacterium, BRZ_NN__bin68	04c8542a65d9b6078dd20c291a79585b	1504	1504	1000
GCF_900107265.1 Nitrosomonas sp. Nm33 strain=Nm33, IMG-taxon 2675903042 annotated assembly	0357ff3b1aa7d44429b133d9e5619fdd	3062	3062	1000
GCA_016207035.1 Nitrospinae bacterium, ASM1620703v1	0192b23ed36d57ff2271c3ff16ad3640	2109	2109	1000
GCF_000513135.1 Bacillus akibai JCM 9157 strain=JCM 9157, ASM51313v1	05fd26989ad11ac6be1b79785599c743	4768	4768	1000
GCA_945897885.1 Chitinophaga pinensis, MiH-22jul19-263	02fd0900ae6ea7fb98e2dd437c31e88f	3030	3030	1000
GCA_021808055.1 Proteobacteria bacterium, ASM2180805v1	02264dee8262ecf059f0bb6add45742d	2236	2236	1000
GCA_021199695.1 Clostridiales bacterium, ASM2119969v1	000a6b2eba5ce4d9dd9dfde62c6dd6d2	1472	1472	1000
GCA_016188785.1 Parcubacteria group bacterium, ASM1618878v1	00b1e3e0e42fd3d71d8630c6aa70f1b2	984	984	1000
GCA_023251805.1 Bacteroidetes bacterium, ASM2325180v1	02ba8492115fc842e73132a6a3f46b16	3045	3045	1000
GCF_000445105.1 Sphingobium lactosutens DS20 strain=DS20, ASM44510v1	05124e45f000bb0bf41daebe80a8cdc7	5158	5158	1000
GCA_016213885.1 Candidatus Riflebacteria bacterium, ASM1621388v1	02ef997305eeeafcaae719b1a23e2c94	8363	8363	1000
GCA_022562395.1 Patescibacteria group bacterium, ASM2256239v1	04bd0b84ec394ef792ca531dabe2b5c7	880	880	1000
GCA_009691335.1 Candidatus Zambryskibacteria bacterium, ASM969133v1	021fac2c3db72b2eec9d13cbda6aa877	459	459	1000
GCA_902624535.1 uncultured Pelagibacteraceae bacterium, AH-287-G19	05925b5f47c427aae48860c8e0d63d08	968	968	1000
GCA_016779605.1 Nevskia sp., ASM1677960v1	04797fb6c6d0047c6706df784295492d	4081	4081	1000
GCA_016213625.1 Actinobacteria bacterium, ASM1621362v1	050b3603dcbdd572153db3ee64360cf4	4586	4586	1000
GCA_017996625.1 Deltaproteobacteria bacterium, ASM1799662v1	0462ff58657cf532afd22d77d1b87a57	3087	3087	1000
GCA_001564255.1 Natrialbaceae archaeon Tc-Br11_E2g1, ASM156425v1	04c91fba4c63aa73325109d6ebf96307	2101	2101	1000
GCF_020037125.1 Myxococcus sp. RHSTA-1-4 strain=RHSTA-1-4, ASM2003712v1	043dfd4004f1a28d001c5c8890ad5373	11027	11027	1000
GCA_015485125.1 Xanthomonadales bacterium, ASM1548512v1	04eecbdaf1e85681bf1e4106aa9d3cdc	2420	2420	1000
GCA_013202285.1 bacterium, ASM1320228v1	03417b5cc896ea2ee08701bd03760bc8	2934	2934	1000
GCA_017616435.1 Clostridia bacterium, ASM1761643v1	01fddea2840cd9bb7b668e7f5ed83e3b	1926	1926	1000
GCF_000974425.1 Spirosoma radiotolerans strain=DG5A, ASM97442v1	000756071ba5b3e6e4a1560d05314a8b	7040	7040	1000
GCF_000622145.1 Paracoccus yeei ATCC BAA-599 strain=ATCC BAA-599, ASM62214v1	05314edc9966045628c6fe05f67cf23e	4289	4289	1000
GCA_003584625.1 Methanothermobacter sp. MT-2 strain=MT-2, ASM358462v1	0044886e352f440917ddd212134c3453	1433	1433	1000
GCF_003841405.1 Tetragenococcus halophilus subsp. halophilus DSM 20339 strain=DSM 20339, ASM384140v1	0479e0b81c87b2d91c87408cb2da4345	2382	2382	1000
GCA_004554705.1 Clostridiales bacterium, ASM455470v1	03b0b430a18240138415b7c21a4bd9b9	1430	1430	1000
GCF_017676345.1 Streptomyces smyrnaeus strain=DSM 42105, ASM1767634v1	05a944023b07544a2d718998c5188767	8131	8131	1000
GCA_002491905.1 Lachnospiraceae bacterium UBA7143, ASM249190v1	00a05c473ce527a8f4ff42aa2ec498b7	3757	3757	1000
GCA_016931855.1 Bacteroidales bacterium, ASM1693185v1	00056de078dbb60b5774139551d7a59a	4126	4126	1000
GCA_020429045.1 Candidatus Woesebacteria bacterium, ASM2042904v1	052d3814f9282c58e020f5104efabbe7	1204	1204	1000
GCA_000741495.1 Bifidobacterium thermophilum strain=JCM 1207, Bifthelum	006281caf6910aae88368526d05a7196	2148	2148	1000
GCA_902606445.1 uncultured Pelagibacteraceae bacterium, AG-461-O10	01331cacd8cbb18fc08e4e63d9946219	846	846	1000
GCA_024711025.1 Solirubrobacteraceae bacterium, ASM2471102v1	0437181d3ce8b7fe83c9ce01178533cc	3141	3141	1000
GCA_934177485.1 uncultured Clostridia bacterium, ERR7747128_bin.53	020c85929f013a2a959c08b37894dbe2	1273	1273	1000
GCA_011525385.1 Chloroflexi bacterium, ASM1152538v1	04518e49bc0f107d458003bdf89ed3f4	4811	4811	1000
GCA_913058345.1 uncultured Gammaproteobacteria bacterium, SRR3933167_bin.3_MetaBAT_v2.12.1_MAG	041f552d6daac8fe03066cda04b8580b	3608	3608	1000
GCA_004214185.1 Flavobacteriales bacterium, ASM421418v1	055e02d2bfe25b3ff679a9cd581b1426	1412	1412	1000
GCA_013415565.1 Methanomicrobiales archaeon, ASM1341556v1	040a4e753f1e84f74b977bdb3b34f9ba	1712	1712	1000
GCA_015064555.1 Ruminococcaceae bacterium, ASM1506455v1	033d38c01060b9fb9fa7e7675a8933c8	2107	2107	1000
GCA_018814265.1 Candidatus Margulisbacteria bacterium, ASM1881426v1	01973bdd755d6e9f67d2717a3cbc2a9e	1523	1523	1000
GCA_905479545.1 uncultured Gammaproteobacteria bacterium, 10_20180412_Bin_Bin_167_1	0245b719c6587684dbb494688e0b2d02	3403	3403	1000
GCF_900116425.1 Lishizhenia tianjinensis strain=CGMCC 1.7005, IMG-taxon 2667527393 annotated assembly	04d2201f183aab838d674236382099b9	3500	3500	1000
GCF_002591975.1 Mycobacterium neglectum strain=CECT 8778, ASM259197v1	056c2053eb984a3509bd163f540aa178	6219	6219	1000
GCA_017882215.1 Chitinophagaceae bacterium, ASM1788221v1	03d0f1a70a4d3b443243dd626095124c	2865	2865	1000
GCA_013151975.1 Chlorobi bacterium, ASM1315197v1	0536f889e5abdea0ec4d9879c8e04da6	2575	2575	1000
GCF_006442545.2 Mesorhizobium sp. B2-1-8 strain=B2-1-8, ASM644254v2	018eb4b24edb0d7c5398fc0737ef9764	6865	6865	1000
GCA_016929875.1 Dehalococcoidales bacterium, ASM1692987v1	0025df94e77b4ca2f8fe3b0332cbd9bc	1223	1223	1000
GCF_010731695.1 Mycolicibacterium litorale strain=JCM 17423, ASM1073169v1	03cab287b3e8f041aac9d175e83f8981	5508	5508	1000
GCA_017507805.1 Clostridia bacterium, ASM1750780v1	03bd6ef2b209c555c3579eab26ab2598	2326	2326	1000
GCA_020052975.1 Desulfobacterales bacterium, ASM2005297v1	037c831514b3ece63f0a59b5b8626d26	4453	4453	1000
GCA_015228925.1 Magnetococcales bacterium, ASM1522892v1	0123be0840b44f73bad42e4d1cc3a8aa	4125	4125	1000
GCF_018917145.1 Clostridium bornimense strain=N41, ASM1891714v1	04097273b348ea957787f3bc91f5ded3	3521	3521	1000
GCF_007954405.1 Comamonas sp. NLF-7-7 strain=NLF 7-7, ASM795440v1	04531677a7b6f481a1b65a5d05453ebb	3256	3256	1000
GCA_005239465.1 Nitrospira sp., ASM523946v1	031aaac30867c7f47ba1a7a8d8cd6dad	3293	3293	1000
GCF_017355985.1 Desertibacter sp. SYSU D00532 strain=SYSU D00532, ASM1735598v1	04848f204d6624f19e9f274ade356443	6431	6431	1000
GCF_004342005.1 Paracandidimonas soli strain=DSM 100048, ASM434200v1	0121609e495ed64aa6d93ab3bf05432f	3946	3946	1000
GCA_018240825.1 Proteobacteria bacterium, ASM1824082v1	01b1c4a986255896f39a22839e312960	2625	2625	1000
GCF_003970695.1 Maribacter sp. MJ134 strain=MJ134, ASM397069v1	057bca37f1063b6de32e33a4c15d4a47	3942	3942	1000
GCA_017480095.1 Candidatus Saccharibacteria bacterium, ASM1748009v1	03f65b747d58d15e331915013207b2fa	834	834	1000
GCA_018780365.1 Acidovorax sp., ASM1878036v1	0365ed2f98e76754a57c542dad9dd8a5	4642	4642	1000
GCA_002715265.1 Pelagibacterales bacterium, ASM271526v1	02209f8e8f137edb83b36911a883266a	1566	1566	1000
GCA_022451235.1 Candidatus Thalassarchaeum sp., ASM2245123v1	01c8477e8eebb549027acdcedaa49490	1454	1454	1000
GCA_001404055.1 Labrenzia alba strain=CECT 7551, L.albaCECT7551_Seqman_Prokka	03989633f76d6644d93a3c32e4ab9b7f	6011	6011	1000
GCA_020847895.1 Bryobacterales bacterium, ASM2084789v1	039aa4c21ada982a337ee70bde4ee52a	6949	6949	1000
GCA_019429255.1 Desulfuromonadales bacterium, ASM1942925v1	008cedf09ae12a536b4ab8d72fe58253	2767	2767	1000
GCA_023248855.1 Myxococcales bacterium, ASM2324885v1	03526b16babc052a2810147da9cec849	8295	8295	1000
GCF_002953215.1 Mixta calida strain=DSM 22759, ASM295321v1	01ffbd764924c8981cafa0d7ccc0f7d8	4271	4271	1000
GCA_016720585.1 Chitinophagaceae bacterium, ASM1672058v1	0515eb0049bf4fe190fcb8c35bdb8e2b	3344	3344	1000
GCA_021813125.1 bacterium, ASM2181312v1	00486031b53dda15d7f291acb6e7488d	1028	1028	1000
GCA_018658955.1 Candidatus Woesearchaeota archaeon, ASM1865895v1	0467fafcda342da2fa6eb848220684fc	585	585	1000
GCA_002696965.1 Flavobacteriales bacterium, ASM269696v1	000902172253d92494be6339c17d50a8	945	945	1000
GCF_000176155.1 Vibrio metschnikovii CIP 69.14 strain=CIP 69.14, ASM17615v1	036d80f8b89fc2759b05fdc6cd451e3e	3763	3763	1000
GCA_016206745.1 Candidatus Omnitrophica bacterium, ASM1620674v1	0176103debe46883fc3af0cc720c2d2c	1378	1378	1000
GCF_902196135.1 Helicobacter suis strain=HSMm R02019b, HSMmR02019b	00e773a8c3deb5cae2c7b77ef2a7d396	1667	1667	1000
GCA_944389155.1 uncultured Spirochaetaceae bacterium, E19__bin224	00772da927df92d9bb5f51046023affd	2201	2201	1000
GCA_023460875.1 Proteobacteria bacterium, ASM2346087v1	019c7db62c642306da135723c3c0d4b7	5824	5824	1000
GCA_022599915.1 Actinomycetia bacterium, ASM2259991v1	02e84304fb4093de52d923607d6ffc99	2458	2458	1000
GCA_013204685.1 Candidatus Omnitrophica bacterium, ASM1320468v1	0400bc7dad0941373493dd7ca3126ddc	1531	1531	1000
GCA_018969355.1 Actinomycetales bacterium, ASM1896935v1	00bca52653265e53ca265f0f35dd377c	1423	1423	1000
GCF_005405885.1 Gandjariella thermophila strain=SL3-2-4, ASM540588v1	0438ab95d08153a1382f1cb70071b9b1	6058	6058	1000
GCA_020441025.1 Leptospiraceae bacterium, ASM2044102v1	02dcba792d3606fbd3957cf06394ee8c	3916	3916	1000
GCA_013154335.1 Methanopyri archaeon, ASM1315433v1	0254d32db989e59767819fe035b39218	1368	1368	1000
GCA_021836035.1 bacterium, ASM2183603v1	0085ce5344d7c7b30ddb6e7776a5a775	1038	1038	1000
GCA_007134165.1 Nitriliruptoraceae bacterium, ASM713416v1	033bf33f21d65d16edd4ef69c8381f33	3685	3685	1000
GCA_021203425.1 Clostridiales bacterium, ASM2120342v1	005c76de6f3505c98e0ccfcf270a390b	2392	2392	1000
GCA_003501835.1 Anaerolineaceae bacterium, ASM350183v1	05d2883bb2999ea99dc42b8c3336a021	1715	1715	1000
GCA_934141535.1 uncultured Bacilli bacterium, ERR7738243_bin.95	013c304187bc6752bf791255734a5778	1075	1075	1000
GCA_017545865.1 Clostridia bacterium, ASM1754586v1	05476dd7fe0c4d433debf1efbb965ebe	1553	1553	1000
GCF_019633745.1 Methanofollis formosanus strain=ML15, ASM1963374v1	00b7337cf24da53f1aace01c4b8a6d54	2991	2991	1000
GCA_017455665.1 Lentisphaeria bacterium, ASM1745566v1	02ce3bfd5be970442e5bebe9907fbd52	2485	2485	1000
GCA_002496395.1 Methanocorpusculaceae archaeon UBA456, ASM249639v1	043b19c14105fbd28227cd78d5245233	2022	2022	1000
GCA_002381125.1 Bacteroidales bacterium UBA4179, ASM238112v1	05036a140febd44aa80608c598437943	2188	2188	1000
GCF_024124665.1 Pleionea sp. CnH1-48 strain=CnH1-48, ASM2412466v1	02368893acc2d7090ab935e400ac2bac	5983	5983	1000
GCA_016703105.1 Flavobacteriales bacterium, ASM1670310v1	059e223d406f23773179ac72a8b79080	4873	4873	1000
GCA_022616375.1 Sporichthyaceae bacterium, ASM2261637v1	0539332e4cd37b0aa8e27fa7a5d6b458	4671	4671	1000
GCF_900104585.1 Bacteroides ihuae strain=Marseille-P2824, PRJEB16348	0595ae4b32d835bb682d36ddadd805a2	4012	4012	1000
GCF_903645295.1 Bacillus sp. Marseille-Q1617 strain=Marseille-Q1617, Q1617	055e1286ac5dc07878e4ee7d4c0d17ed	4300	4300	1000
GCA_018381425.1 Haemophilus parainfluenzae, ASM1838142v1	02224e75150b4f44f5537f6f14b4cffb	2206	2206	1000
GCA_905372595.1 uncultured Capnocytophaga sp., SRR9217423-mag-bin.13	00dd6569d6232971d0199f5777ad6c7c	1606	1606	1000
GCA_017446025.1 Bacteroidales bacterium, ASM1744602v1	007941b846480ff5af3b7592d2fe6c68	2028	2028	1000
GCA_007133445.1 Aquisalimonas sp., ASM713344v1	05d6c70edd7a67a869edb03a1e9cbe0a	2159	2159	1000
GCF_021440195.1 Dyadobacter sp. CY356 strain=CY356, ASM2144019v1	04ef66d3ea2e9339f459922882c111e7	6864	6864	1000
GCF_001189915.1 Herbaspirillum autotrophicum strain=IAM 14942, ASM118991v1	05d35bbe3bbd1ae10f4256fc1916dc34	5938	5938	1000
