organism_name	md5sum	num_unique_kmers_in_genome_sketch	num_total_kmers_in_genome_sketch	genome_scale_factor
GCA_018240545.1 Proteobacteria bacterium, ASM1824054v1	0268bda129427f81ad69734bce6a2541	2650	2650	1000
GCA_021846795.1 bacterium, ASM2184679v1	0239ae5cc13c5dea36abdf1d60d3d0a3	618	618	1000
GCA_024635485.1 bacterium, ASM2463548v1	007612080392e31824b461ff19362dc7	1122	1122	1000
GCF_000759835.1 Citrobacter sedlakii NBRC 105722 strain=NBRC 105722, ASM75983v1	00a66229ab74552a206e68e1421e4e49	4497	4497	1000
GCF_016811995.1 Citrobacter sp. R56 strain=R56, ASM1681199v1	01591aa3b3feb1a15f30834bc37b766e	4669	4669	1000
GCA_903822185.1 uncultured Rhodospirillales bacterium, freshwater MAG --- Umea2_bin-0321	0064522677c6d27a0c574d1c6c98a566	4340	4340	1000
GCA_023717565.1 Pyrinomonadaceae bacterium, ASM2371756v1	02af0134e284846726a0289de456f3fb	6772	6772	1000
GCA_003388555.1 Acidobacteria bacterium, ASM338855v1	0096f2a77633c7e8ac192ac0d611573f	6773	6773	1000
GCA_002430075.1 Actinobacteria bacterium UBA5975, ASM243007v1	0095dda0ab67c48e7a9e5d022d46b0cc	1210	1210	1000
GCA_020428115.1 Candidatus Saccharibacteria bacterium, ASM2042811v1	022611cb262fd836fcd38b5b27831bd2	751	751	1000
GCA_021817305.1 Candidatus Micrarchaeota archaeon, ASM2181730v1	012aefd6d4be9c6d0897f721fa5c9c85	855	855	1000
GCF_000152965.1 Roseobacter sp. MED193 strain=MED193, ASM15296v1	000ebff468575a368a64b5f439bce814	4514	4514	1000
GCA_024641185.1 Burkholderiaceae bacterium, ASM2464118v1	022c6322c918aa5820d617f307464c7b	3202	3202	1000
GCA_015060255.1 Bacteroidales bacterium, ASM1506025v1	0037fc99bf19210901e25c2f18989d4d	2078	2078	1000
GCF_024300645.1 Alteromonas sp. LMIT006 strain=LMIT006, ASM2430064v1	01a02a5e525189388def7e4c12a03343	2464	2464	1000
GCA_019136105.1 Gammaproteobacteria bacterium, ASM1913610v1	0133089d05f0814a9444d0fbba54f9c6	2438	2438	1000
GCF_021531655.1 Prevotella stercorea strain=An875, ASM2153165v1	016f9de2767e6ef0e8affa04ae328449	3232	3232	1000
GCA_001918745.1 Crenarchaeota archaeon 13_1_40CM_3_52_17, ASM191874v1	022b5120a6d6ec9b15e0ade433a4eaee	1821	1821	1000
GCA_016930855.1 Sedimentisphaerales bacterium, ASM1693085v1	00a7fdacd46d830af21989afa44b516c	3800	3800	1000
GCA_019420505.1 Ruminococcus sp., ASM1942050v1	02f9d6bdfc1e6cba4c292b44098b5a20	1901	1901	1000
GCF_017355955.1 Rufibacter sp. SYSU D00434 strain=SYSU D00434, ASM1735595v1	01e6aabf0e25e07ca8d0860b2c96144e	6163	6163	1000
GCA_021414145.1 Methylophilales bacterium, ASM2141414v1	03077ca989c3869f2f02ff9491065dd5	1426	1426	1000
GCA_021107195.1 Anaerolineaceae bacterium, ASM2110719v1	00782240494b5072db8976bb17e48d53	3463	3463	1000
GCA_017881345.1 Myxococcaceae bacterium, ASM1788134v1	00e0ad5f97780f9f74e42bfad7acfa3c	4832	4832	1000
GCA_934202525.1 uncultured Prevotella sp., ERR7738254_bin.92	022a7d9a64e052c0f27fafa0434cecda	3247	3247	1000
GCA_017307755.1 Chitinophagaceae bacterium, ASM1730775v1	024a848e82371fe218eb8e8d32c7d846	9461	9461	1000
GCA_016713905.1 Saprospiraceae bacterium, ASM1671390v1	00dff4752af5b3d80640e9545362f8ab	4451	4451	1000
GCF_007971525.1 Mucilaginibacter ginsenosidivorax strain=KHI28, ASM797152v1	0197b02a08c703a5525cb93bef4119cc	7610	7610	1000
GCA_910576935.1 uncultured Muribaculaceae bacterium, MGBC103329	00227e71b1624a157d2036d5dc2e4bb0	2617	2617	1000
GCA_927911475.1 uncultured Solobacterium sp., ERR3827267_bin.6_metaWRAP_v1.1_MAG	0111ee48e882219256d24c8961b2b1b4	1541	1541	1000
GCA_016213865.1 Candidatus Riflebacteria bacterium, ASM1621386v1	024b824de17b010d57fc019acc0a7a41	3831	3831	1000
GCF_000626635.1 Draconibacterium orientale strain=Draconibacterium orientale type strain FH5T, ASM62663v1	0069e0279a025ffd4f539410296c82c0	5108	5108	1000
GCA_025151045.1 Parabacteroides johnsonii DSM 18315 strain=DSM 18315, ASM2515104v1	02081adae2cbefe2ee8ca3ea6ec78648	4736	4736	1000
GCA_016207035.1 Nitrospinae bacterium, ASM1620703v1	0192b23ed36d57ff2271c3ff16ad3640	2109	2109	1000
GCA_945897885.1 Chitinophaga pinensis, MiH-22jul19-263	02fd0900ae6ea7fb98e2dd437c31e88f	3030	3030	1000
GCA_021808055.1 Proteobacteria bacterium, ASM2180805v1	02264dee8262ecf059f0bb6add45742d	2236	2236	1000
GCA_021199695.1 Clostridiales bacterium, ASM2119969v1	000a6b2eba5ce4d9dd9dfde62c6dd6d2	1472	1472	1000
GCA_016188785.1 Parcubacteria group bacterium, ASM1618878v1	00b1e3e0e42fd3d71d8630c6aa70f1b2	984	984	1000
GCA_023251805.1 Bacteroidetes bacterium, ASM2325180v1	02ba8492115fc842e73132a6a3f46b16	3045	3045	1000
GCA_016213885.1 Candidatus Riflebacteria bacterium, ASM1621388v1	02ef997305eeeafcaae719b1a23e2c94	8363	8363	1000
GCA_009691335.1 Candidatus Zambryskibacteria bacterium, ASM969133v1	021fac2c3db72b2eec9d13cbda6aa877	459	459	1000
GCA_017616435.1 Clostridia bacterium, ASM1761643v1	01fddea2840cd9bb7b668e7f5ed83e3b	1926	1926	1000
GCF_000974425.1 Spirosoma radiotolerans strain=DG5A, ASM97442v1	000756071ba5b3e6e4a1560d05314a8b	7040	7040	1000
GCA_003584625.1 Methanothermobacter sp. MT-2 strain=MT-2, ASM358462v1	0044886e352f440917ddd212134c3453	1433	1433	1000
GCA_002491905.1 Lachnospiraceae bacterium UBA7143, ASM249190v1	00a05c473ce527a8f4ff42aa2ec498b7	3757	3757	1000
GCA_016931855.1 Bacteroidales bacterium, ASM1693185v1	00056de078dbb60b5774139551d7a59a	4126	4126	1000
GCA_000741495.1 Bifidobacterium thermophilum strain=JCM 1207, Bifthelum	006281caf6910aae88368526d05a7196	2148	2148	1000
GCA_902606445.1 uncultured Pelagibacteraceae bacterium, AG-461-O10	01331cacd8cbb18fc08e4e63d9946219	846	846	1000
GCA_934177485.1 uncultured Clostridia bacterium, ERR7747128_bin.53	020c85929f013a2a959c08b37894dbe2	1273	1273	1000
GCA_018814265.1 Candidatus Margulisbacteria bacterium, ASM1881426v1	01973bdd755d6e9f67d2717a3cbc2a9e	1523	1523	1000
GCA_905479545.1 uncultured Gammaproteobacteria bacterium, 10_20180412_Bin_Bin_167_1	0245b719c6587684dbb494688e0b2d02	3403	3403	1000
GCF_006442545.2 Mesorhizobium sp. B2-1-8 strain=B2-1-8, ASM644254v2	018eb4b24edb0d7c5398fc0737ef9764	6865	6865	1000
GCA_016929875.1 Dehalococcoidales bacterium, ASM1692987v1	0025df94e77b4ca2f8fe3b0332cbd9bc	1223	1223	1000
GCA_015228925.1 Magnetococcales bacterium, ASM1522892v1	0123be0840b44f73bad42e4d1cc3a8aa	4125	4125	1000
GCF_004342005.1 Paracandidimonas soli strain=DSM 100048, ASM434200v1	0121609e495ed64aa6d93ab3bf05432f	3946	3946	1000
GCA_018240825.1 Proteobacteria bacterium, ASM1824082v1	01b1c4a986255896f39a22839e312960	2625	2625	1000
GCA_002715265.1 Pelagibacterales bacterium, ASM271526v1	02209f8e8f137edb83b36911a883266a	1566	1566	1000
GCA_022451235.1 Candidatus Thalassarchaeum sp., ASM2245123v1	01c8477e8eebb549027acdcedaa49490	1454	1454	1000
GCA_019429255.1 Desulfuromonadales bacterium, ASM1942925v1	008cedf09ae12a536b4ab8d72fe58253	2767	2767	1000
GCF_002953215.1 Mixta calida strain=DSM 22759, ASM295321v1	01ffbd764924c8981cafa0d7ccc0f7d8	4271	4271	1000
GCA_021813125.1 bacterium, ASM2181312v1	00486031b53dda15d7f291acb6e7488d	1028	1028	1000
GCA_002696965.1 Flavobacteriales bacterium, ASM269696v1	000902172253d92494be6339c17d50a8	945	945	1000
GCA_016206745.1 Candidatus Omnitrophica bacterium, ASM1620674v1	0176103debe46883fc3af0cc720c2d2c	1378	1378	1000
GCF_902196135.1 Helicobacter suis strain=HSMm R02019b, HSMmR02019b	00e773a8c3deb5cae2c7b77ef2a7d396	1667	1667	1000
GCA_944389155.1 uncultured Spirochaetaceae bacterium, E19__bin224	00772da927df92d9bb5f51046023affd	2201	2201	1000
GCA_023460875.1 Proteobacteria bacterium, ASM2346087v1	019c7db62c642306da135723c3c0d4b7	5824	5824	1000
GCA_022599915.1 Actinomycetia bacterium, ASM2259991v1	02e84304fb4093de52d923607d6ffc99	2458	2458	1000
GCA_018969355.1 Actinomycetales bacterium, ASM1896935v1	00bca52653265e53ca265f0f35dd377c	1423	1423	1000
GCA_020441025.1 Leptospiraceae bacterium, ASM2044102v1	02dcba792d3606fbd3957cf06394ee8c	3916	3916	1000
GCA_013154335.1 Methanopyri archaeon, ASM1315433v1	0254d32db989e59767819fe035b39218	1368	1368	1000
GCA_021836035.1 bacterium, ASM2183603v1	0085ce5344d7c7b30ddb6e7776a5a775	1038	1038	1000
GCA_021203425.1 Clostridiales bacterium, ASM2120342v1	005c76de6f3505c98e0ccfcf270a390b	2392	2392	1000
GCA_934141535.1 uncultured Bacilli bacterium, ERR7738243_bin.95	013c304187bc6752bf791255734a5778	1075	1075	1000
GCF_019633745.1 Methanofollis formosanus strain=ML15, ASM1963374v1	00b7337cf24da53f1aace01c4b8a6d54	2991	2991	1000
GCA_017455665.1 Lentisphaeria bacterium, ASM1745566v1	02ce3bfd5be970442e5bebe9907fbd52	2485	2485	1000
GCF_024124665.1 Pleionea sp. CnH1-48 strain=CnH1-48, ASM2412466v1	02368893acc2d7090ab935e400ac2bac	5983	5983	1000
GCA_018381425.1 Haemophilus parainfluenzae, ASM1838142v1	02224e75150b4f44f5537f6f14b4cffb	2206	2206	1000
GCA_905372595.1 uncultured Capnocytophaga sp., SRR9217423-mag-bin.13	00dd6569d6232971d0199f5777ad6c7c	1606	1606	1000
GCA_017446025.1 Bacteroidales bacterium, ASM1744602v1	007941b846480ff5af3b7592d2fe6c68	2028	2028	1000
GCF_024259745.1 Pseudomonas sp. ZM23 strain=ZM23, ASM2425974v1	01e7509a94cecb159c5229c2cf489c22	6101	6101	1000
GCA_021795055.1 Thermoplasmata archaeon, ASM2179505v1	02ffdb37eb8066673c0fce485bb4d1ce	873	873	1000
GCF_014202895.1 Lactovum miscens strain=DSM 14925, ASM1420289v1	00190d0802d70a7e68a64d61380d472a	1765	1765	1000
GCA_021777375.1 bacterium, ASM2177737v1	026b35d1a86d53e85f5fb5626d95a527	724	724	1000
GCF_003207855.1 Komagataeibacter rhaeticus strain=LMG 22126, ASM320785v1	00021ae472884764d98bb262bf62b228	3486	3486	1000
GCA_023458915.1 Firmicutes bacterium, ASM2345891v1	00368daef85eda60895d143abddc3524	1104	1104	1000
GCF_001436455.1 Lactobacillus jensenii DSM 20557 strain=DSM 20557, ASM143645v1	02ae1dee237653b18076f43ca5e8d71b	1591	1591	1000
GCA_945897725.1 Chitinophaga pinensis, MiH-22jul19-357	01ab5e98dbe89e79ea5b26f09c06d14d	2602	2602	1000
GCA_003229065.1 Candidatus Dadabacteria bacterium, ASM322906v1	005f9e8d7aef4c23bf91de80d8a95159	2021	2021	1000
GCF_003967175.1 Sulfodiicoccus acidiphilus strain=HS-1, Sacidi_1.0	0050a3d91d3c9590460031313b0eba1e	2322	2322	1000
GCA_910584125.1 uncultured Muribaculaceae bacterium, MGBC120460	01d90dc4e929054b7a6311e7ebef1dcb	2604	2604	1000
GCA_945903685.1 Rhizobium sp. Q54, TH-11nov19-65	01b17c5c22a364a43bd6c6f008919034	2338	2338	1000
GCF_008693105.1 Corynebacterium flavescens strain=CCUG 28791T, ASM869310v1	025ae5b269ecf4aeb1b675c931295fb7	2693	2693	1000
GCF_000368865.1 Acinetobacter bouvetii DSM 14964 = CIP 107468 strain=CIP 107468, Acin_bouv_CIP_107468_V1	0215ee0b3d71eb38b90ffa5339bcaf86	3388	3388	1000
GCF_022919215.1 Hymenobacter sp. 5116S-3 strain=5116S-3, ASM2291921v1	01b9396e3fce21fc47c6f11db428a8a9	5970	5970	1000
GCA_003695565.1 Planctomycetes bacterium, ASM369556v1	01fbfb0fa71c3168135431807b83128f	4727	4727	1000
GCA_009705075.1 Actinobacteria bacterium, ASM970507v1	01bd4e65e78682372037897761145c7a	779	779	1000
GCA_934463165.1 uncultured Clostridia bacterium, ERR7738659_bin.86	008ba21dbe480e1e9cb0fa9c5e301c12	2858	2858	1000
GCF_001660705.2 Labilibacter aurantiacus strain=HQYD1, ASM166070v2	01107dece596ba228565e0d504fd84d3	5921	5921	1000
GCA_021836225.1 Proteobacteria bacterium, ASM2183622v1	023ecd8beb2e9f7156bf7d5800bee321	3212	3212	1000
GCA_012839035.1 Propionibacterium sp., ASM1283903v1	026159b05970bb256998f5c7a8e80a61	3218	3218	1000
GCA_902787125.1 uncultured Spirochaetaceae bacterium, Rumen uncultured genome RUG13243	0173b7c2566a2059b29d2d37b90da7d5	1464	1464	1000
GCA_903932755.1 uncultured beta proteobacterium, freshwater MAG --- Loc080925-7m_bin-0453	0250b012ceafda9f787bb73bdd0dcaed	2738	2738	1000
GCA_023381095.1 Firmicutes bacterium, ASM2338109v1	00690f8b78d5c6af76480b8c2c51d862	1763	1763	1000
GCF_009649075.1 Aeromicrobium sp. MF47 strain=MF47, ASM964907v1	027e91f0644efd41adeacae7ae95f042	3651	3651	1000
GCA_944388565.1 uncultured Clostridia bacterium, BRZ_BV__bin83	02561b9afa4b3f2a5e333038e6bc98de	1341	1341	1000
GCF_003634705.1 Actinomadura pelletieri DSM 43383 strain=DSM 43383, ASM363470v1	001cd16ac17baec09427605d7a413c9a	7454	7454	1000
GCF_000282275.2 Pseudomonas sp. GM30 strain=GM30, Pseudomonas.strGM30_v2.0	0188de46f316a6a2571f33d3471b47f0	6144	6144	1000
GCF_002024885.1 Microbacterium foliorum strain=122, ASM202488v1	029be23d85ef2fc2dd338d23fcf4370a	3796	3796	1000
GCA_020724425.1 Thermaerobacter marianensis, ASM2072442v1	01c60ab26136c100afdf032071b6ef39	2112	2112	1000
GCA_902583295.1 uncultured Pelagibacteraceae bacterium, AG-430-K19	02d1514e045c3f4aeefc0df4c651c667	1052	1052	1000
GCA_022841445.1 Candidatus Saccharibacteria bacterium, ASM2284144v1	00b5b93df31bf72407b117bde4a7b6d9	1029	1029	1000
GCA_902771655.1 uncultured Bacteroidetes bacterium, Rumen uncultured genome RUG11690	0093ccf159c72c0c712c1da6d98aa2d5	2758	2758	1000
GCA_021827875.1 bacterium, ASM2182787v1	019775266a040c183cfd5df5efb318af	1009	1009	1000
GCA_015486655.1 candidate division WOR-3 bacterium, ASM1548665v1	02233977694d5bdebdddec0b65b98ec5	1472	1472	1000
GCA_011524755.1 Halieaceae bacterium, ASM1152475v1	00ff36b808a18629189a3936c5e62e8e	1828	1828	1000
GCA_017559355.1 Muribaculaceae bacterium, ASM1755935v1	0281db641d37a7b53081faf801bfc2f8	1775	1775	1000
GCA_944386735.1 uncultured Clostridia bacterium, BRZ_LP__bin76	00dde3c4890eaebab2a295c0971b4ab7	1694	1694	1000
GCA_021802765.1 Candidatus Micrarchaeota archaeon, ASM2180276v1	02ad0a3f1e570c8796722604a96e2fbd	891	891	1000
GCA_011046135.1 Deltaproteobacteria bacterium, ASM1104613v1	0151486bd4a3da461b8e73d16bb97fdb	2930	2930	1000
GCF_019039255.1 Nocardioides sp. G188 strain=G188, ASM1903925v1	003cf4b7cc7188e16e037edadefccf78	4859	4859	1000
GCA_022764045.1 Clostridiales bacterium, ASM2276404v1	009b112125b6f00a0ab2e0cacb44a09e	2517	2517	1000
GCA_016180605.1 Candidatus Omnitrophica bacterium, ASM1618060v1	01e431af1e5885f37e9c888ae695a896	1382	1382	1000
GCA_902777885.1 uncultured Methanobrevibacter sp., Rumen uncultured genome RUG12316	0074153fea4152de543801b92ca6b0fd	1753	1753	1000
GCA_902805655.1 uncultured Acidimicrobiales bacterium, AVDCRST-MAG50	002373adab77dca5fd7d95ed910b27de	3229	3229	1000
GCA_903828695.1 uncultured Burkholderiales bacterium, freshwater MAG --- AM-2014_bin-3222	00813a7417be25c876963f5295a86932	3063	3063	1000
GCA_913061175.1 uncultured Psychrobacter sp., SRR3933257_bin.1_MetaBAT_v2.12.1_MAG	0000d397ece43a99b0bebb784d65840d	2920	2920	1000
GCA_002718915.1 Euryarchaeota archaeon, ASM271891v1	017caa54d752248ef2d0e815daf9f6cf	811	811	1000
GCF_002068095.1 Bradyrhizobium sacchari strain=p9-20, ASM206809v1	02deac25732243d7b70fbac42b039eff	8445	8445	1000
GCA_023433185.1 Proteobacteria bacterium, ASM2343318v1	020527f3198654a4e1124fb81f91caaf	3965	3965	1000
GCA_022360815.1 Desulfobacterales bacterium, ASM2236081v1	015c935b784f17f70bb529bdcdab491b	4133	4133	1000
GCA_002328025.1 Patescibacteria group bacterium UBA2196, ASM232802v1	0172f4a856e65718777373aa68fd426e	772	772	1000
GCA_020631035.1 Chitinophagales bacterium, ASM2063103v1	009ebcb589c3d30815649f99391871dc	5997	5997	1000
GCA_900548745.1 uncultured Prevotella sp., UMGS1118	00706c234c33aa178be61bd36572b50f	2878	2878	1000
GCA_019348395.1 Chloroflexi bacterium, ASM1934839v1	00dc975b0c192a516e57128eef225992	1357	1357	1000
GCA_019429365.1 Bacteroidales bacterium, ASM1942936v1	0263bf35d1392ebf13f550a7b6603ad3	3534	3534	1000
GCA_004375785.1 Candidatus Cloacimonetes bacterium, ASM437578v1	00464c79933ec8e2298c1b667ea38fb2	2482	2482	1000
GCF_002778275.1 Limnohabitans sp. G3-2 strain=G3-2, ASM277827v1	01273785968701c2481650e0717eb94b	3125	3125	1000
GCF_014205895.1 Borrelia lanei strain=DSM 17992, ASM1420589v1	007ac5c51c9bd18328b9427a08be2dbd	1130	1130	1000
GCF_000382265.1 Yoonia vestfoldensis DSM 16212 strain=DSM 16212, ASM38226v1	02dd4f258210c66997b5c87ea2001917	3795	3795	1000
GCA_009780375.1 Firmicutes bacterium, ASM978037v1	02a88102eaacf964238e38499d69e62e	675	675	1000
GCF_000353285.1 Leptolyngbya boryana PCC 6306 strain=PCC 6306, ASM35328v1	01e1e72de84bd25e2583d5bfae0268ae	7071	7071	1000
GCF_014206815.1 Xanthomonas sacchari strain=F10, ASM1420681v1	01cb13f6dd4ab3063cee94bdfd78a2ff	4753	4753	1000
GCA_000227525.2 gamma proteobacterium HIMB30 strain=HIMB30, ASM22752v2	01960167e4be2dfa3e619a6930e0d36b	2166	2166	1000
GCA_016870095.1 Alphaproteobacteria bacterium, JGI 2017-08-21	01767633604306ab1d6f5ea4ed0ec86e	1715	1715	1000
GCF_900021165.1 Paenibacillus phocaensis strain=mt24, Paenibacillus phoceensis	0186a328a81fdddd525214a33ebed689	5378	5378	1000
GCF_000455825.1 Microbacterium maritypicum MF109 strain=MF109, ASM45582v1	0240faab74a71cc3bd40bea0cfab77c3	3962	3962	1000
GCA_002715035.1 Candidatus Marinimicrobia bacterium, ASM271503v1	018f826609d9c18290e202aa3a422b9d	1047	1047	1000
GCA_012521465.1 Firmicutes bacterium, ASM1252146v1	006b725b41ec4b923136945149744cc1	2622	2622	1000
GCF_000620045.1 Halomonas halodenitrificans DSM 735 strain=DSM 735, ASM62004v1	01a9ff60b6fd3f40b7d0ce1781001e77	3374	3374	1000
GCA_003331305.1 Flavobacteriales bacterium, ASM333130v1	02785a02aad5b87b0cdcb31e48959047	1480	1480	1000
GCA_012961645.1 Methanosarcinales archaeon, ASM1296164v1	00688b02104b0ce2fb35323a6433e110	1745	1745	1000
GCF_000466685.1 Campylobacter concisus UNSWCS strain=UNSWCS, UNSWCS	02fe7884d5edead16755c4227715ff30	2079	2079	1000
GCA_003151655.1 Gallionellaceae bacterium, 20120700_P3D	0195c89333db7e5d3f2875f6cba94343	3406	3406	1000
GCA_022616315.1 Myxococcaceae bacterium, ASM2261631v1	022a95f16090628136322f37301448c1	5527	5527	1000
GCA_020630065.1 Acidimicrobiales bacterium, ASM2063006v1	0028b569604ae60821d8f7fc89ee0619	3677	3677	1000
GCF_019207025.1 Clostridium sp. PL3 strain=PL3, ASM1920702v1	015108492ae5b6ad79a79c1569d93c48	6394	6394	1000
GCF_902702935.1 Corynebacterium rouxii strain=FRC0190, FRC0190	0168b3d8963300c4884c9f2234e117ef	2379	2379	1000
GCF_000192865.1 Marinomonas mediterranea MMB-1 strain=MMB-1, ASM19286v1	0192654cf2772cb9661f4e2ca576e376	4682	4682	1000
GCF_900143525.1 Ruegeria sp. Alg231-54, Ruegeria sp. Alg231_54	0203175137a2f575fd866f07d4b25741	4875	4875	1000
GCF_001439665.1 Formosa algae strain=KMM 3553, ASM143966v1	005b7add0b2e045f80b90e0dd9ce70b9	4256	4256	1000
GCA_002938315.1 Alphaproteobacteria bacterium MarineAlpha3_Bin2, ASM293831v1	01170ef7a35a6670a8b340d0bf149c6c	2242	2242	1000
GCA_020638455.1 Hyphomonas sp., ASM2063845v1	011c4cf730e280e6742cc97cc050a961	3264	3264	1000
GCA_024691265.1 Treponema sp., ASM2469126v1	00bc0ea63c44a99abae0db8c047f5856	2340	2340	1000
GCA_902556105.1 uncultured SAR86 cluster bacterium, AG-390-E13	01270f53a334337bab86a8dce0b725b7	993	993	1000
GCA_018969105.1 Acidobacteria bacterium, ASM1896910v1	0236ff32668612647e2fb11a13e3b8f0	1848	1848	1000
GCF_013116825.1 Myxococcus xanthus strain=AM003, ASM1311682v1	01975f92d78d41c7c2f9f7b0bd8dccc1	9086	9086	1000
GCF_005237295.1 Buchnera aphidicola (Macrosiphum euphorbiae) strain=Meu, ASM523729v1	02fd073fd4e5ac98a04ae69235a3abbc	641	641	1000
GCA_017432345.1 Firmicutes bacterium, ASM1743234v1	01eeebddedde966e3d85160604c6e168	1765	1765	1000
GCA_019090795.1 Rhodobacteraceae bacterium, ASM1909079v1	01b89f4fe94b3cc03b00cc155cfcf0b7	3652	3652	1000
GCA_022565135.1 Proteobacteria bacterium, ASM2256513v1	029d62479b2d1d4a1ef89ce4ecd06e8b	1942	1942	1000
GCF_007004545.3 Shewanella sp. YLB-08 strain=YLB-08, ASM700454v3	02ef992c68523eac0e0ad8b173d5a7ce	5576	5576	1000
GCA_014728955.1 Candidatus Peregrinibacteria bacterium, ASM1472895v1	010610f90ec8996126898808dab106dc	968	968	1000
GCA_910585055.1 uncultured Christensenella sp., MGBC129342	004e1859f46c67fab38f36686614cc9b	1933	1933	1000
GCA_945787895.1 uncultured Prevotella sp., SRR3178347_bin.45_metaWRAP_v1.3_MAG	00fa4a603c551ff3be0e884c99118e7c	2656	2656	1000
GCA_016212745.1 Candidatus Falkowbacteria bacterium, ASM1621274v1	001db234411f6ef30dd8837a0eb9af40	645	645	1000
GCA_018242565.1 Planctomycetes bacterium, ASM1824256v1	0168ec1432f60e807faffd10816f1630	9251	9251	1000
GCA_903915035.1 uncultured Nitrosomonadales bacterium, freshwater MAG --- A14_bin-0786	019b2c4c4f70fd86859c4798786551bd	3211	3211	1000
GCA_018242005.1 Proteobacteria bacterium, ASM1824200v1	01b772bd4d5527173511ebe7658dbcd6	3940	3940	1000
GCA_016219185.1 Deltaproteobacteria bacterium, ASM1621918v1	0298d72ed477e7c2c8ada6a40a9be02d	6362	6362	1000
GCA_018402665.1 Schleiferiaceae bacterium, ASM1840266v1	01b4edeaf87922e3264888be13ee08b5	2047	2047	1000
GCA_021796905.1 Actinomycetia bacterium, ASM2179690v1	020ef1ddfc00139c0c7d5fe131169d80	2346	2346	1000
GCA_024275975.1 Nitrospirae bacterium, ASM2427597v1	0048fc360d658caffcdcfb42e472d50a	2538	2538	1000
GCA_017614185.1 Lachnospiraceae bacterium, ASM1761418v1	01946f50f42d39d40af931f2056dd130	1586	1586	1000
GCF_014200305.1 Neomicrococcus lactis strain=DSM 23694, ASM1420030v1	0285fe07cb7364b7efaeb591552beceb	2669	2669	1000
GCF_000762405.1 Prevotella timonensis S9-PR14 strain=S9-PR14, 04_NF40_HMP9304v01	003a6405199d5ef7cf7aca926ae73c57	3154	3154	1000
GCA_019359035.1 Scytonematopsis contorta HA4267-MV1, ASM1935903v1	0182e58363db09d3792882e2a19d7bf7	10600	10600	1000
GCA_022508705.1 Oscillospiraceae bacterium, ASM2250870v1	021fde7790913596f5fdfda35d486f12	1570	1570	1000
GCA_012032235.1 Akkermansiaceae bacterium, ASM1203223v1	013c915bfe05d19e6f7e29403bde0129	2783	2783	1000
GCA_002359075.1 Planococcaceae bacterium UBA3378, ASM235907v1	011135f025f64591470f8b6059933cfc	2877	2877	1000
GCA_019116705.1 Candidatus Gemmiger avistercoris, ASM1911670v1	002de9ffbec213dec5ea9d31c5a3b032	1998	1998	1000
GCA_000991185.1 Berkelbacteria bacterium GW2011_GWA2_35_9, ASM99118v1	01d85cd833b42a6c8beb1f57ae5596b2	622	622	1000
GCA_023395395.1 Bacteroidetes bacterium, ASM2339539v1	01924807c83c93a5d62465d5378b3acd	1877	1877	1000
